No.,Site name,long,lat,Elev. (m),Tann,Mtco,Mtwa,GDD5,GDD0,Pann,Drought,MI,Sedtype
1943,Tibetan Plateau TS93-47 ,99.105,34.705,4450,-5.27,-18.1,5.7,21.1,486.2,468.31,0.095,0.862,2
1944,Tibetan Plateau TS93-48 ,99.105,34.705,4450,-5.27,-18.1,5.7,21.1,486.2,468.31,0.095,0.862,2
1945,Tibetan Plateau TS93-49 ,99.105,34.705,4430,-5.27,-18.1,5.7,21.1,486.2,468.31,0.095,0.862,4
1946,Tibetan Plateau TS93-50 ,98.805,35.105,4220,-3.9525,-16.6,7.2,105.8,676.3,393.53,0.223,0.692,2
1947,Tibetan Plateau TS93-51 ,98.605,35.005,4310,-4.408333333,-17.1,6.8,77.3,616.1,390.9,0.221,0.693,2
1948,Tibetan Plateau TS93-52 ,98.605,35.005,4210,-4.408333333,-17.1,6.8,77.3,616.1,390.9,0.221,0.693,4
1949,Tibetan Plateau TS93-53 ,98.205,34.905,4190,-3.840833333,-16.8,7.5,130.5,721,353.03,0.27,0.605,4
1950,Tibetan Plateau TS93-54 ,97.705,35.105,4250,-4.580833333,-17.2,6.7,66.5,590.8,352.96,0.236,0.633,4
1951,Tibetan Plateau TS93-55 ,97.705,35.005,4260,-3.869166667,-16.8,7.5,127.4,716.2,342.46,0.282,0.592,4
1952,Tibetan Plateau TS93-57 ,98.105,34.905,4210,-4.055833333,-17,7.3,112.8,687.2,356.53,0.257,0.616,4
1953,Tibetan Plateau TS93-58 ,98.105,34.805,4300,-3.851666667,-16.9,7.6,135,730.2,360.45,0.261,0.615,2
1954,Tibetan Plateau TS93-59 ,99.505,35.505,4400,-4.6525,-16.4,5.8,24.8,496.1,460.41,0.078,0.883,2
1955,Tibetan Plateau TS93-61 ,99.905,35.805,3920,-2.21,-14.1,8.3,199.6,864.1,439.6,0.138,0.81,2
1956,Tibetan Plateau TS93-62 ,99.905,35.805,3910,-2.21,-14.1,8.3,199.6,864.1,439.6,0.138,0.81,2
1957,Tibetan Plateau TS93-64 ,100.405,36.105,2960,2.940833333,-10.1,14.1,974.5,1962.4,367.06,0.311,0.574,4
1958,Tibetan Plateau TS93-65 ,100.805,36.505,3200,0.935,-12,11.8,630.8,1509.4,432.51,0.182,0.75,4
1959,Tibetan Plateau TS93-66 ,99.605,36.705,3660,-3.016666667,-15.3,8,159.5,772.7,414.44,0.157,0.766,4
1960,Tibetan Plateau TS93-67 ,99.205,36.705,3110,2.033333333,-11.6,14,916,1846.3,263.67,0.506,0.386,4
1961,Tibetan Plateau TS93-68 ,99.005,36.805,3040,1.896666667,-11.7,13.9,902.7,1824.1,248.44,0.531,0.361,4
1962,Tibetan Plateau TS93-69 ,98.205,36.105,3440,0.61,-11.8,11.9,612.8,1446.8,251.51,0.509,0.38,4
1963,Tibetan Plateau TS93-70 ,97.605,36.005,3080,3.371666667,-9.9,15.1,1102.5,2094.4,183.95,0.642,0.255,4
1964,Tibetan Plateau TS93-71 ,97.305,36.105,2930,4.1275,-9.6,16.1,1272.7,2303.9,151.17,0.704,0.199,4
1965,Tibetan Plateau TS93-72 ,96.305,36.405,2870,4.8525,-9.7,17.4,1500.9,2562.7,71.41,0.831,0.083,4
1966,Tibetan Plateau TS93-74 ,94.405,35.905,3640,-1.618333333,-14.3,10,362.2,1081.6,170.42,0.645,0.247,4
1967,Tibetan Plateau TS93-75 ,94.705,35.905,3460,1.673333333,-11.6,13.6,852.5,1751.4,118.22,0.753,0.152,4
1968,Tibetan Plateau TS93-76 ,94.805,36.105,3230,3.161666667,-10.5,15.4,1131.6,2106.6,86.51,0.805,0.105,4
1969,Tibetan Plateau TS93-78 ,95.305,37.705,3140,1.950833333,-13.3,15.4,1059.4,1972.6,84.35,0.805,0.104,4
1970,Tibetan Plateau TS93-79 ,94.505,38.505,3140,1.58,-12,14.6,941,1822.4,81.43,0.805,0.102,4
1971,Tibetan Plateau TS93-80 ,94.305,39.305,3230,-1.965833333,-14.5,10.4,395.4,1099.8,132.35,0.702,0.191,4
1972,Tibetan Plateau TS93-81 ,94.305,39.605,1880,8.0925,-7.3,22,2298.4,3471,57.88,0.863,0.06,4
1973,Tibetan Plateau TS93-82 ,95.305,40.305,1100,9.805,-8.1,25,2877.1,4103.8,47.94,0.878,0.048,4
1974,Tibetan Plateau TS93-83 ,104.005,35.705,3490,-0.460833333,-13.2,10.6,434.4,1220.7,533.72,0.125,0.826,2
1975,Tibetan Plateau TS93-84 ,104.005,35.805,3290,1.22,-11.9,12.6,704.1,1592.4,486.45,0.232,0.705,2
1976,Tibetan Plateau TS93-85 ,103.905,35.805,3120,3.268333333,-10.2,14.8,1062.1,2062.3,449.89,0.292,0.61,2
1977,Tibetan Plateau TS93-86 ,104.105,35.805,2360,5.458333333,-8.7,17.4,1532.4,2641.1,404.51,0.4,0.508,2
1978,Tibetan Plateau TS93-87 ,104.105,35.805,2280,5.458333333,-8.7,17.4,1532.4,2641.1,404.51,0.4,0.508,2
1979,Tibetan Plateau TS94-01 ,101.905,31.005,3030,4.564166667,-3.7,11.4,750.5,1895.5,872.19,0.046,1.184,2
1980,Tibetan Plateau TS94-02 ,102.005,30.105,2640,2.161666667,-6.2,9.6,403.2,1323.1,990.93,0.019,1.564,2
1981,Tibetan Plateau TS94-03 ,101.905,30.205,3355,6.08,-3.3,14,1175.1,2397.5,866.81,0.038,1.169,2
1982,Tibetan Plateau TS94-04 ,101.905,30.205,3360,6.08,-3.3,14,1175.1,2397.5,866.81,0.038,1.169,2
1983,Tibetan Plateau TS94-05 ,101.905,30.205,3640,6.08,-3.3,14,1175.1,2397.5,866.81,0.038,1.169,2
1984,Tibetan Plateau TS94-06 ,101.905,30.205,3740,6.08,-3.3,14,1175.1,2397.5,866.81,0.038,1.169,2
1985,Tibetan Plateau TS94-07 ,101.905,30.205,3810,6.08,-3.3,14,1175.1,2397.5,866.81,0.038,1.169,2
1986,Tibetan Plateau TS94-08 ,101.905,30.105,3840,0.580833333,-7.7,7.8,191.1,969.9,1004.78,0.02,1.657,1
1987,Tibetan Plateau TS94-09 ,101.905,30.105,3810,0.580833333,-7.7,7.8,191.1,969.9,1004.78,0.02,1.657,1
1988,Tibetan Plateau TS94-11 ,101.805,30.105,4200,-2.984166667,-10.6,3.8,0,318.3,1062.74,0.021,2.001,2
1989,Tibetan Plateau TS94-12 ,101.805,30.105,4180,-2.984166667,-10.6,3.8,0,318.3,1062.74,0.021,2.001,2
1990,Tibetan Plateau TS94-13 ,101.405,30.105,3845,1.283333333,-7.4,8.6,299.6,1161.9,905.84,0.036,1.365,2
1991,Tibetan Plateau TS94-14 ,101.405,30.105,4045,1.283333333,-7.4,8.6,299.6,1161.9,905.84,0.036,1.365,1
1992,Tibetan Plateau TS94-15 ,101.405,30.105,4200,1.283333333,-7.4,8.6,299.6,1161.9,905.84,0.036,1.365,2
1993,Tibetan Plateau TS94-16 ,101.405,30.105,4280,1.283333333,-7.4,8.6,299.6,1161.9,905.84,0.036,1.365,2
1994,Tibetan Plateau TS94-17 ,100.905,31.005,4320,1.073333333,-7.5,8.1,260,1104.7,809.08,0.047,1.196,2
1995,Tibetan Plateau TS94-18 ,100.705,30.105,4140,2.044166667,-7,9.3,440.8,1370.8,781.9,0.105,1.099,2
1996,Tibetan Plateau TS94-19 ,100.705,30.205,4120,3.325833333,-5.9,10.7,663,1688.3,749.43,0.127,1.006,2
1997,Tibetan Plateau TS94-20 ,100.305,31.005,4150,6.753333333,-2.6,14.4,1346.2,2611,627.87,0.198,0.764,2
1998,Tibetan Plateau TS94-21 ,100.005,30.205,4110,-1.438333333,-8.7,4.8,0,551.5,803.47,0.051,1.292,2
1999,Tibetan Plateau TS94-23 ,99.605,30.305,4500,1.354166667,-5.6,7.4,209.8,1042.4,699.69,0.12,1.016,2
2000,Tibetan Plateau TS94-24 ,99.605,30.305,4470,1.354166667,-5.6,7.4,209.8,1042.4,699.69,0.12,1.016,2
2001,Tibetan Plateau TS94-25 ,99.205,30.205,3440,5.813333333,-1.6,12.2,966.7,2208.7,570.17,0.23,0.711,2
2002,Tibetan Plateau TS94-26 ,98.905,29.705,2660,7.68,-0.2,14.8,1417.8,2817.8,511.6,0.304,0.611,2
2003,Tibetan Plateau TS94-27 ,98.805,29.705,3080,5.511666667,-2.1,12.4,934.5,2130.3,544.62,0.259,0.698,2
2004,Tibetan Plateau TS94-28 ,98.805,29.705,3280,5.511666667,-2.1,12.4,934.5,2130.3,544.62,0.259,0.698,2
2005,Tibetan Plateau TS94-29 ,98.605,29.705,4000,4.106666667,-3.8,11.1,703.6,1769.1,559.01,0.213,0.753,2
2006,Tibetan Plateau TS94-30 ,98.505,29.705,4350,2.551666667,-5.4,9.5,453.9,1388.2,590,0.157,0.841,4
2007,Tibetan Plateau TS94-31 ,98.405,29.605,2800,6.656666667,-2.3,14.3,1287.9,2547.5,506.95,0.278,0.634,2
2008,Tibetan Plateau TS94-32 ,98.305,29.605,3360,2.3375,-6,9.5,460.7,1379.1,584.08,0.146,0.847,2
2009,Tibetan Plateau TS94-33 ,98.305,29.605,3430,2.3375,-6,9.5,460.7,1379.1,584.08,0.146,0.847,2
2010,Tibetan Plateau TS94-34 ,98.305,29.505,3740,5.590833333,-3.2,13.2,1063.8,2236.3,520.51,0.267,0.679,2
2011,Tibetan Plateau TS94-35 ,98.305,29.605,3890,2.3375,-6,9.5,460.7,1379.1,584.08,0.146,0.847,2
2012,Tibetan Plateau TS94-36 ,98.305,29.605,3900,2.3375,-6,9.5,460.7,1379.1,584.08,0.146,0.847,2
2013,Tibetan Plateau TS94-37 ,98.305,29.505,3600,5.590833333,-3.2,13.2,1063.8,2236.3,520.51,0.267,0.679,2
2014,Tibetan Plateau TS94-38 ,98.205,29.605,4230,1.1725,-7.2,8.4,303.4,1132.9,611.83,0.111,0.928,2
2015,Tibetan Plateau TS94-39 ,98.105,29.705,4770,-1.445833333,-9.6,5.7,31.1,642.1,683.08,0.043,1.142,2
2016,Tibetan Plateau TS94-40 ,98.005,29.705,4630,-2.550833333,-10.7,4.6,0,470.4,714.55,0.025,1.254,2
2017,Tibetan Plateau TS94-41 ,97.605,29.905,3960,2.979166667,-6.8,11.2,685.7,1667.3,548.47,0.185,0.777,2
2018,Tibetan Plateau TS94-42 ,97.305,30.305,4140,-0.513333333,-9.4,7.3,154.1,869,642.23,0.053,1.032,2
2019,Tibetan Plateau TS94-43 ,96.705,30.705,4450,0.858333333,-7.5,8.6,290.4,1091.3,651.26,0.055,0.999,2
2020,Tibetan Plateau TS94-44 ,97.805,29.705,3885,3.3775,-6.3,11.5,739,1744.2,530.38,0.214,0.744,2
2021,Tibetan Plateau TS94-45 ,98.005,29.705,5008,-2.550833333,-10.7,4.6,0,470.4,714.55,0.025,1.254,2
2022,Tibetan Plateau TS94-46 ,98.605,29.705,4045,4.106666667,-3.8,11.1,703.6,1769.1,559.01,0.213,0.753,2
2023,Tibetan Plateau TS94-47 ,98.805,29.805,3515,0.954166667,-5.8,7.2,154.8,935.7,665.19,0.113,1,2
2024,Tibetan Plateau TS94-48 ,99.005,29.805,2490,9.609166667,1.4,16.8,1923.3,3517.4,491.88,0.366,0.552,2
2025,Tibetan Plateau TS94-49 ,99.205,30.205,2920,5.813333333,-1.6,12.2,966.7,2208.7,570.17,0.23,0.711,2
2026,Tibetan Plateau TS94-50 ,99.405,30.305,3495,5.9975,-1.7,12.5,1029.7,2280,580.28,0.245,0.717,2
2027,Tibetan Plateau TS94-51 ,99.505,30.305,4460,2.285,-4.7,8.4,334.8,1248.5,669.56,0.144,0.94,2
2028,Tibetan Plateau TS94-52 ,99.505,30.305,4390,2.285,-4.7,8.4,334.8,1248.5,669.56,0.144,0.94,2
2029,Tibetan Plateau TS94-53 ,99.605,30.305,4470,1.354166667,-5.6,7.4,209.8,1042.4,699.69,0.12,1.016,1
2030,Tibetan Plateau TS94-54 ,96.705,30.705,4450,0.858333333,-7.5,8.6,290.4,1091.3,651.26,0.055,0.999,1
2031,Tibetan Plateau TS95-01 ,91.505,29.805,3740,6.6975,-2.8,14.6,1342.5,2597.7,414.64,0.472,0.448,2
2032,Tibetan Plateau TS95-02 ,92.005,29.705,4080,1.28,-7.1,8.5,309.1,1145.4,500.28,0.28,0.66,2
2033,Tibetan Plateau TS95-03 ,92.105,29.705,4180,3.400833333,-5.5,10.9,661,1669.5,471.16,0.334,0.577,2
2034,Tibetan Plateau TS95-04 ,92.305,29.805,4655,-1.278333333,-9.6,5.9,44.7,669.5,563.02,0.129,0.83,2
2035,Tibetan Plateau TS95-05 ,92.305,29.805,4920,-1.278333333,-9.6,5.9,44.7,669.5,563.02,0.129,0.83,2
2036,Tibetan Plateau TS95-06 ,92.505,29.905,4180,1.144166667,-8.1,9,355.1,1196.1,535.65,0.225,0.724,2
2037,Tibetan Plateau TS95-07 ,92.705,29.905,3905,-0.415,-9.4,7.3,153.7,876.1,578.31,0.119,0.839,2
2038,Tibetan Plateau TS95-08 ,92.905,30.005,3720,0.945,-8.6,9,352.9,1186.9,577.14,0.159,0.803,2
2039,Tibetan Plateau TS95-09 ,92.905,30.005,3725,0.945,-8.6,9,352.9,1186.9,577.14,0.159,0.803,2
2040,Tibetan Plateau TS95-10 ,93.105,30.005,3525,1.965,-7.8,10.1,505.5,1414.5,581.19,0.17,0.788,2
2041,Tibetan Plateau TS95-11 ,93.305,29.905,3425,4.273333333,-5.6,12.5,888.2,1962.6,563.12,0.231,0.713,2
2042,Tibetan Plateau TS95-12 ,93.505,29.905,3365,5.059166667,-4.8,13.2,1027.1,2158.7,574.6,0.225,0.72,2
2043,Tibetan Plateau TS95-13 ,93.805,29.805,3250,7.408333333,-2.2,15.4,1494.3,2799.9,583.51,0.22,0.695,2
2044,Tibetan Plateau TS95-14 ,94.005,29.805,3170,0.62,-7.2,7.6,185.3,957,684.83,0.046,1.051,2
2045,Tibetan Plateau TS95-15 ,94.405,29.805,3625,0.076666667,-6.9,6.6,89.2,788.5,721.52,0.025,1.171,2
2046,Tibetan Plateau TS95-16 ,94.405,29.705,3485,5.163333333,-2.7,12.2,875.6,2038.6,679.5,0.077,0.918,2
2047,Tibetan Plateau TS95-17 ,94.405,29.705,3375,5.163333333,-2.7,12.2,875.6,2038.6,679.5,0.077,0.918,2
2048,Tibetan Plateau TS95-18 ,94.405,29.705,3245,5.163333333,-2.7,12.2,875.6,2038.6,679.5,0.077,0.918,2
2049,Tibetan Plateau TS95-19 ,94.505,29.605,3095,0.75,-5.8,7,129.8,879.4,723.13,0.026,1.159,2
2050,Tibetan Plateau TS95-20 ,94.605,29.605,3370,1.021666667,-5.5,7.3,157.8,931.8,727.43,0.025,1.164,2
2051,Tibetan Plateau TS95-21 ,94.605,29.605,3525,1.021666667,-5.5,7.3,157.8,931.8,727.43,0.025,1.164,2
2052,Tibetan Plateau TS95-22 ,94.605,29.605,3890,1.021666667,-5.5,7.3,157.8,931.8,727.43,0.025,1.164,2
2053,Tibetan Plateau TS95-23 ,94.605,29.605,4065,1.021666667,-5.5,7.3,157.8,931.8,727.43,0.025,1.164,2
2054,Tibetan Plateau TS95-24 ,94.605,29.605,4270,1.021666667,-5.5,7.3,157.8,931.8,727.43,0.025,1.164,2
2055,Tibetan Plateau TS95-25 ,94.705,29.605,4500,3.104166667,-3.8,9.6,453.9,1428.3,719.93,0.036,1.075,2
2056,Tibetan Plateau TS95-26 ,94.705,29.605,4540,3.104166667,-3.8,9.6,453.9,1428.3,719.93,0.036,1.075,2
2057,Tibetan Plateau TS95-27 ,93.105,29.905,3580,-0.435833333,-9.4,7.3,148.9,868.8,616.44,0.083,0.917,2
2058,Tibetan Plateau TS95-28 ,92.705,29.905,4015,-0.415,-9.4,7.3,153.7,876.1,578.31,0.119,0.839,2
2059,Tibetan Plateau TS95-29 ,92.405,29.805,4880,-1.5725,-9.9,5.7,25.7,621.6,575.16,0.114,0.862,2
2060,Tibetan Plateau TS95-30 ,90.805,29.705,3840,3.241666667,-5.4,10.7,615.9,1612.6,422.58,0.406,0.506,2
2061,Tibetan Plateau TS95-31 ,90.705,30.005,4100,0.285,-8.6,7.9,231.4,1003.6,446.39,0.308,0.596,2
2062,Tibetan Plateau TS95-32 ,90.605,30.105,4290,-0.9825,-9.9,6.7,103.3,780.1,453.79,0.27,0.636,2
2063,Tibetan Plateau TS95-33 ,90.705,30.305,4570,0.195833333,-9.7,8.5,290.8,1074.9,435.55,0.32,0.583,2
2064,Tibetan Plateau TS95-34 ,91.105,30.505,4255,1.505833333,-9.7,10.6,557.5,1447.8,440.8,0.342,0.564,2
2065,Tibetan Plateau TS95-35 ,91.505,30.605,4610,-0.718333333,-11.5,8.3,248.9,989.3,479.03,0.267,0.673,2
2066,Tibetan Plateau TS95-36 ,92.005,31.405,4510,-0.9825,-12.5,9.1,320.5,1060.7,457.72,0.272,0.66,2
2067,Tibetan Plateau TS95-37 ,91.705,31.605,4490,-1.490833333,-13.1,8.8,276.1,987.7,441.81,0.284,0.646,2
2068,Tibetan Plateau TS95-38 ,91.605,31.605,4590,-2.851666667,-14.2,7.2,123.8,742.1,461.08,0.229,0.711,2
2069,Tibetan Plateau TS95-39 ,91.505,31.605,4560,-1.506666667,-13.1,8.7,273.2,983.6,433.99,0.297,0.633,2
2070,Tibetan Plateau TS95-40 ,92.005,31.405,4440,-0.9825,-12.5,9.1,320.5,1060.7,457.72,0.272,0.66,2
2071,Tibetan Plateau TS95-41 ,92.305,31.105,4640,-1.7125,-12.8,7.9,193.5,877.9,520.62,0.174,0.78,2
2072,Tibetan Plateau TS95-42 ,92.505,31.005,5040,-3.391666667,-14.1,5.9,27.6,569.5,575.05,0.063,0.932,2
2073,Tibetan Plateau TS95-43 ,92.605,30.905,4735,-3.899166667,-14.4,5.2,1,474.9,598.71,0.046,0.996,2
2074,Tibetan Plateau TS95-44 ,92.705,30.805,4860,-2.998333333,-13.6,6.1,37.9,603.3,601.91,0.054,0.968,2
2075,Tibetan Plateau TS95-45 ,92.705,30.805,4860,-2.998333333,-13.6,6.1,37.9,603.3,601.91,0.054,0.968,1
2076,Tibetan Plateau TS95-46 ,92.805,30.805,4880,-4.629166667,-14.9,4.2,0,352.5,633.88,0.029,1.1,2
2077,Tibetan Plateau TS95-48 ,93.205,30.705,4450,-5.035,-15.2,3.6,0,275.1,680.61,0.022,1.229,1
2078,Tibetan Plateau TS95-49 ,93.205,30.705,4450,-5.035,-15.2,3.6,0,275.1,680.61,0.022,1.229,1
2079,Tibetan Plateau TS95-50 ,93.205,30.705,4450,-5.035,-15.2,3.6,0,275.1,680.61,0.022,1.229,1
2080,Tibetan Plateau TS95-51 ,93.205,30.705,4450,-5.035,-15.2,3.6,0,275.1,680.61,0.022,1.229,1
2081,Tibetan Plateau TS95-52 ,92.205,30.705,4450,-1.198333333,-11.9,7.9,199.8,907.3,529.56,0.181,0.774,1
2082,Tibetan Plateau TS95-53 ,92.205,30.705,4450,-1.198333333,-11.9,7.9,199.8,907.3,529.56,0.181,0.774,1
2083,Tibetan Plateau TS95-54 ,92.205,30.705,4450,-1.198333333,-11.9,7.9,199.8,907.3,529.56,0.181,0.774,1
2084,Tibetan Plateau TS95-55 ,92.205,30.705,4450,-1.198333333,-11.9,7.9,199.8,907.3,529.56,0.181,0.774,1
2085,Tibetan Plateau TS95-56 ,93.105,30.705,4640,-2.721666667,-13.4,6.2,46.9,629,648.65,0.036,1.052,2
2086,Tibetan Plateau TS95-57 ,93.005,30.705,4745,-3.325833333,-13.8,5.5,10.2,531.4,643.18,0.034,1.065,2
2087,Tibetan Plateau TS95-58 ,92.905,30.805,4830,-3.191666667,-13.8,5.8,24.4,569.5,626.81,0.04,1.026,2
2088,Tibetan Plateau TS95-59 ,92.605,30.805,4745,-1.720833333,-12.6,7.5,154.7,828.5,572.81,0.103,0.869,2
2089,Tibetan Plateau TS95-60 ,92.105,31.205,4545,-1.776666667,-13,8,200,883.1,495.46,0.207,0.739,2
2090,Tibetan Plateau TS95-61 ,90.605,29.305,3710,8.076666667,-1.3,16,1646.8,3007.8,356.72,0.56,0.364,2
2091,Tibetan Plateau TS95-62 ,90.605,29.205,4794,2.153333333,-6,9.3,406,1316.2,417.8,0.388,0.52,2
2092,Tibetan Plateau TS95-63 ,90.505,29.205,4455,3.375833333,-5.2,10.7,621,1635,396.32,0.441,0.471,2
2093,Tibetan Plateau TS99-01 ,91.405,31.505,4510,-1.2375,-12.8,8.9,297.7,1023.6,430.12,0.276,0.619,2
2094,Tibetan Plateau TS99-02 ,92.005,31.605,4521,-1.8525,-13.3,8.3,229.3,916,461.55,0.246,0.69,2
2095,Tibetan Plateau TS99-03 ,92.105,31.605,4410,-1.468333333,-13,8.7,273.9,984.8,461.07,0.253,0.68,2
2096,Tibetan Plateau TS99-04 ,90.605,32.005,4500,-1.743333333,-13,8.6,250.4,938.8,373.13,0.347,0.545,2
2097,Tibetan Plateau TS99-05 ,90.705,32.005,4570,-2.511666667,-13.7,7.7,166.8,806.7,392.62,0.297,0.593,2
2098,Tibetan Plateau TS99-06 ,90.705,32.005,4570,-2.511666667,-13.7,7.7,166.8,806.7,392.62,0.297,0.593,1
2099,Tibetan Plateau TS99-07 ,90.705,32.005,4585,-2.511666667,-13.7,7.7,166.8,806.7,392.62,0.297,0.593,2
2100,Tibetan Plateau TS99-09 ,90.505,32.005,4500,-1.844166667,-13,8.4,234.6,914.3,367.93,0.352,0.54,2
2101,Tibetan Plateau TS99-10 ,90.505,32.005,4520,-1.844166667,-13,8.4,234.6,914.3,367.93,0.352,0.54,2
2102,Tibetan Plateau TS99-11 ,91.905,32.605,5220,-5.184166667,-16.7,5.3,5.8,458.5,457.55,0.163,0.783,2
2103,Tibetan Plateau TS99-12 ,91.305,31.905,4600,-2.31,-13.9,8,197.9,859.9,426.93,0.286,0.642,1
2104,Tibetan Plateau TS99-13 ,92.705,34.505,4430,-4.851666667,-16.9,6.5,59.7,568.4,293.92,0.383,0.493,2
2105,Tibetan Plateau TS99-14 ,93.605,35.405,4300,-4.271666667,-16,6.8,77.6,608.4,241.81,0.482,0.397,2
2106,Tibetan Plateau TS99-15 ,95.505,37.305,3140,3.455,-11.9,16.7,1310.2,2296.6,72.02,0.828,0.084,4
2107,Tibetan Plateau TS99-16 ,97.905,37.305,3100,1.893333333,-12,14,913.9,1830.5,214.94,0.604,0.295,2
2108,Tibetan Plateau TS99-17 ,99.205,37.205,3260,-0.395833333,-13.5,11.3,514.2,1312.3,326.26,0.349,0.53,2
2109,Tibetan Plateau TS99-18 ,99.805,37.205,3110,0.068333333,-13.1,11.4,542.3,1365.1,369.07,0.286,0.595,2
2110,Tibetan Plateau TS99-19 ,91.605,31.005,4650,-2.923333333,-13.8,6.5,68.7,659.4,493.9,0.191,0.762,1
2111,Tibetan Plateau TS99-20 ,91.805,31.305,4510,-0.950833333,-12.4,9.1,316.9,1058.6,454.98,0.281,0.652,1
2112,Tibetan Plateau TS99-21 ,90.905,32.005,4556,-1.2,-12.8,9.3,329.5,1058.6,383.65,0.344,0.55,2
2113,Tibetan Plateau TS99-22 ,91.905,32.905,5231,-6.623333333,-18.1,4,0,289.4,457.93,0.12,0.834,2
2114,Tibetan Plateau TS99-23 ,92.105,33.605,4700,-4.56,-16.9,6.8,80.5,622.7,353.86,0.295,0.583,2
2115,Tibetan Plateau TS99-24 ,92.405,34.205,4570,-4.235833333,-16.7,7.3,120.4,691.3,292.32,0.406,0.474,2
2116,Tibetan Plateau TS99-25 ,94.005,35.705,4690,-5.138333333,-17,6,28.8,491.6,248.42,0.456,0.419,2
2117,Tibetan Plateau TS99-8a ,90.605,32.005,4450,-1.743333333,-13,8.6,250.4,938.8,373.13,0.347,0.545,1
2118,Tibetan Plateau TS99-8b ,90.605,32.005,4450,-1.743333333,-13,8.6,250.4,938.8,373.13,0.347,0.545,1
2119,Tibetan Plateau WHA-25,99.675,38.485,4500,-7.753333333,-20.5,3.8,0,223.3,469.82,0.032,0.958,1
2120,Tibetan Plateau XX-U-1,98.105,34.865,4227,-3.588333333,-16.6,7.8,156.7,769,350.44,0.283,0.593,1
2121,Tibetan Plateau ZL-U-1,97.635,35.025,4284,-3.97,-16.9,7.4,117.9,698.5,342.55,0.278,0.595,1
2122,Tibet-F 01 ,77.205,39.905,1200,9.015833333,-7.1,22.6,2532.8,3760,114.78,0.797,0.124,6
2123,Tibet-F 02 ,74.505,39.505,1500,-0.915833333,-14.4,11.1,462.5,1232.5,192.98,0.611,0.282,6
2124,Tibet-F 03,74.905,38.805,3400,1.419166667,-13.2,13.9,854.4,1775.2,148.08,0.704,0.197,6
2125,Tibet-F 04,74.905,38.605,3360,-4.2475,-17.8,7.5,115.6,663.1,207.79,0.536,0.343,6
2126,Tibet-F 05,74.905,38.305,4070,-1.393333333,-15.7,10.8,428.6,1185.4,160.27,0.657,0.235,6
2127,Tibet-F 06,75.105,37.905,3150,1.109166667,-13.8,13.6,814.4,1724.4,117.35,0.745,0.156,6
2128,Tibet-F 07,75.405,37.005,3680,-7.618333333,-20.5,3.6,0,216.5,227.73,0.432,0.43,6
2129,Tibet-F 08,75.205,37.405,3600,-6.806666667,-20,4.6,0,312.6,220.4,0.464,0.402,6
2130,Tibet-F 09,75.305,37.605,3300,2.155833333,-12.9,14.7,998.2,1962.1,99.89,0.777,0.128,6
2131,Tibet-F 10 ,76.805,38.405,1340,10.89083333,-5.6,24.1,2979.9,4284.7,63.7,0.86,0.065,6
2132,Tibet-F 11 ,77.105,36.405,3800,-6.130833333,-18.7,4.8,0,349.2,195.82,0.518,0.35,6
2133,Tibet-F 12 ,77.805,36.405,3850,-1.489166667,-15.1,10,366.8,1112.3,138.7,0.684,0.206,6
2134,Tibet-F 13 ,79.405,35.605,4880,-5.058333333,-17.5,6.2,34.5,500.5,170.57,0.588,0.287,6
2135,Tibet-F 14 ,79.305,35.805,5100,-10.14583333,-21.6,0.3,0,3.2,248.46,0.302,0.538,6
2136,Tibet-F 15 ,78.205,36.305,3750,0.1675,-13.8,11.9,606.2,1454.8,120.68,0.728,0.168,6
2137,Tibet-F 16 ,78.705,36.205,4050,-1.694166667,-15.2,9.8,339.7,1069.4,138.52,0.682,0.207,6
2138,Tibet-F 17 ,77.105,37.205,2500,3.945833333,-10.6,15.9,1294.6,2336.7,94.45,0.792,0.116,6
2139,Tibet-F 18 ,77.405,37.705,1500,10.71083333,-5.2,23.4,2889.4,4199.1,57.37,0.865,0.059,6
2140,Tongguan Mt 6,119.825,31.355,100,15.52083333,2.9,27.8,3938.2,5684.8,1199.81,0.016,1.25,4
2141,Tongguan Mt 7,119.825,31.355,100,15.52083333,2.9,27.8,3938.2,5684.8,1199.81,0.016,1.25,4
2142,Tongguanshan,119.505,31.705,400,15.29333333,2.5,27.6,3877.3,5602,1138.29,0.017,1.181,4
2143,Tongzha,110.005,18.905,800,22.64916667,17.3,26.3,6447.9,8272.9,1996.97,0.079,1.569,4
2144,Ulanul Lake,90.505,34.875,4854,-5.944166667,-17.9,5.4,11,431.9,248.64,0.448,0.425,1
2145,Urumqui T-19,86.755,43.105,3740,-6.4725,-16.9,4.4,0,294.6,473.15,0.027,0.968,4
2146,Urumqui T-21,86.755,43.105,3680,-6.4725,-16.9,4.4,0,294.6,473.15,0.027,0.968,4
2147,Urumqui T-23,86.755,43.105,3706,-6.4725,-16.9,4.4,0,294.6,473.15,0.027,0.968,4
2148,Urumqui T-27,86.755,43.105,3880,-6.4725,-16.9,4.4,0,294.6,473.15,0.027,0.968,4
2149,Urumqui T-29,86.755,43.105,3850,-6.4725,-16.9,4.4,0,294.6,473.15,0.027,0.968,4
2150,Urumqui T-32,86.755,43.105,3760,-6.4725,-16.9,4.4,0,294.6,473.15,0.027,0.968,4
