No.,Site name,long,lat,Elev. (m),Tann,Mtco,Mtwa,GDD5,GDD0,Pann,Drought,MI,Sedtype
872,Loess Plateau 02,109.785,35.495,1200,7.93,-5.7,20.2,2051.8,3250.3,636.95,0.2,0.77,4
873,Loess Plateau 03,109.785,35.495,1120,7.93,-5.7,20.2,2051.8,3250.3,636.95,0.2,0.77,4
874,Loess Plateau 08,109.755,35.975,1160,6.985,-7.2,19.5,1907.1,3064.9,613.41,0.212,0.755,4
875,Loess Plateau 09,109.755,35.975,1200,6.985,-7.2,19.5,1907.1,3064.9,613.41,0.212,0.755,4
876,Loess Plateau 11,109.755,35.975,1250,6.985,-7.2,19.5,1907.1,3064.9,613.41,0.212,0.755,4
877,Loess Plateau 13,109.755,35.975,1150,6.985,-7.2,19.5,1907.1,3064.9,613.41,0.212,0.755,4
878,Loess Plateau 15,108.675,35.875,1400,8.515833333,-5.3,21,2221.6,3448.3,572.84,0.274,0.683,4
879,Loess Plateau 15-1,108.675,35.875,1400,8.515833333,-5.3,21,2221.6,3448.3,572.84,0.274,0.683,4
880,Loess Plateau 16,108.675,35.875,1400,8.515833333,-5.3,21,2221.6,3448.3,572.84,0.274,0.683,4
881,Loess Plateau 18,106.475,35.725,2650,6.7375,-6.7,18.9,1786.4,2936,514.35,0.28,0.636,4
882,Loess Plateau 18-1,106.475,35.725,2650,6.7375,-6.7,18.9,1786.4,2936,514.35,0.28,0.636,4
883,Loess Plateau 22,106.255,35.585,2070,3.585833333,-8.8,15.2,1101.8,2102.2,585.79,0.155,0.809,4
884,Loess Plateau 29,106.335,36.375,2050,5.546666667,-8.9,18.3,1616.7,2707.9,434.14,0.38,0.531,4
885,Loess Plateau 30,106.335,36.375,2050,5.546666667,-8.9,18.3,1616.7,2707.9,434.14,0.38,0.531,4
886,Loess Plateau 31,106.335,36.375,2050,5.546666667,-8.9,18.3,1616.7,2707.9,434.14,0.38,0.531,4
887,Loess Plateau 34,109.755,35.975,1250,6.985,-7.2,19.5,1907.1,3064.9,613.41,0.212,0.755,4
888,Loess Plateau 36,106.225,36.405,1700,6.813333333,-7.8,19.7,1895.2,3042.6,394.3,0.451,0.464,4
889,Loess Plateau 37,106.225,36.405,2050,6.813333333,-7.8,19.7,1895.2,3042.6,394.3,0.451,0.464,4
890,Loess Plateau 38,106.285,37.275,2610,3.708333333,-10.6,16.9,1300.1,2304.3,369.98,0.449,0.46,4
891,Loess Plateau 41,106.285,37.265,2500,4.189166667,-10.3,17.4,1396.5,2422,360.38,0.469,0.441,4
892,Loess Plateau 44,106.265,37.235,2400,6.2475,-8.7,19.7,1832.4,2946.4,318.02,0.55,0.366,4
893,Loess Plateau 45,106.265,37.235,2400,6.2475,-8.7,19.7,1832.4,2946.4,318.02,0.55,0.366,4
894,Loess Plateau 46,106.235,37.225,2000,7.413333333,-7.8,21,2097,3259.4,293.6,0.592,0.327,4
895,Loess Plateau 47,106.235,37.225,2000,7.413333333,-7.8,21,2097,3259.4,293.6,0.592,0.327,4
896,Loess Plateau 52,105.385,37.535,1400,9.1225,-7.4,23.4,2578.8,3804,186.14,0.728,0.194,4
897,Loess Plateau 54,105.385,37.535,1400,9.1225,-7.4,23.4,2578.8,3804,186.14,0.728,0.194,4
898,Loess Plateau 56,105.635,37.135,2250,7.610833333,-8.2,21.4,2172.5,3344.5,255.37,0.638,0.281,4
899,Loess Plateau 57,105.635,37.305,2510,8.785,-7.3,22.7,2458.1,3676.5,221.88,0.687,0.235,4
900,Loess Plateau 58,105.635,36.455,2600,2.811666667,-10.2,15,1029.9,1986.8,436.49,0.324,0.58,4
901,Loess Plateau 60,105.625,36.275,2100,4.5725,-9.1,16.9,1373.4,2420.2,410.12,0.388,0.52,4
902,Longgan Lake,115.915,29.835,14,16.96916667,4.5,29,4392.1,6213,1445.54,0.015,1.455,1
903,Longnan,114.695,24.575,526,18.11833333,8.6,26.2,4801.9,6626.9,1762.54,0.015,1.746,4
904,Longquan Lake,112.105,31.005,100,15.72583333,3.3,27.2,3984.1,5758.7,1020.19,0.016,1.072,4
905,Lopei Mt 0540,121.035,24.835,540,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
906,Lopei Mt 0560,121.035,24.835,560,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
907,Lopei Mt 0580,121.035,24.835,580,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
908,Lopei Mt 0600,121.035,24.835,600,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
909,Lopei Mt 0615,121.035,24.835,615,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
910,Lopei Mt 0700,121.035,24.835,700,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
911,Lopei Mt 0800,121.035,24.835,800,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
912,Lopei Mt 0850,121.035,24.835,850,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
913,Lopei Mt 0870,121.035,24.835,870,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
914,Lopei Mt 0872,121.035,24.835,872,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
915,Lopei Mt 0874,121.035,24.835,874,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
916,Lopei Mt 0876,121.035,24.835,876,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
917,Lopei Mt 0878,121.035,24.835,878,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
918,Lopei Mt 0880,121.035,24.835,880,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
919,Lopei Mt 1090,121.035,24.835,1090,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
920,Lopei Mt 1095,121.035,24.835,1095,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
921,Lopei Mt 1170,121.035,24.835,1170,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
922,Lopei Mt 1175,121.035,24.835,1175,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
924,Lopei Mt 1195,121.035,24.835,1195,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
925,Lopei Mt 1200,121.035,24.835,1200,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
926,Lopei Mt 1220,121.035,24.835,1220,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
927,Lopei Mt 1240,121.035,24.835,1240,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
928,Lopei Mt 1260,121.035,24.835,1260,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
929,Lopei Mt 1280,121.035,24.835,1280,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
930,Lopei Mt 1285,121.035,24.835,1285,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
931,Lopei Mt 1290,121.035,24.835,1290,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
932,Lopei Mt 1295,121.035,24.835,1295,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
933,Lopei Mt 1300,121.035,24.835,1300,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
934,Lopei Mt 1320,121.035,24.835,1320,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
935,Lopei Mt 1340,121.035,24.835,1340,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
936,Lopei Mt 1360,121.035,24.835,1360,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
937,Lopei Mt 1400,121.035,24.835,1400,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
938,Lopei Mt 1420,121.035,24.835,1420,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
939,Lopei Mt 1460,121.035,24.835,1460,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
940,Lopei Mt 1480,121.035,24.835,1480,18.70333333,9.6,26.3,5017.9,6842.9,1224.4,0.015,1.125,4
941,Luofu Mt 1,114.035,23.275,600,16.9725,9.9,22.9,4380.7,6205.7,2091.43,0.016,2.035,4
942,Luofu Mt 2,114.055,23.275,109,21.29166667,13.3,27.8,5957.9,7782.9,1920.51,0.015,1.715,4
943,Luofu Mt 3,114.055,23.275,651,21.29166667,13.3,27.8,5957.9,7782.9,1920.51,0.015,1.715,4
944,Luofu Mt 4,114.055,23.035,203,21.97333333,14.1,28.4,6206.6,8031.6,1873.97,0.015,1.636,4
945,Luofu Mt 5,114.075,23.275,140,21.59583333,13.5,28.1,6068.9,7893.9,1906.83,0.015,1.693,4
946,Luojishan,102.405,27.505,3800,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
947,Luoqui 1,102.385,34.605,3500,-0.104166667,-10.7,9.5,328.8,1100.5,616.83,0.033,0.963,2
948,Luoqui 2,102.405,34.605,3400,0.821666667,-9.9,10.6,457.9,1297.5,597.27,0.076,0.9,2
949,Lushan Mt 1,116.005,29.355,1474,17.15333333,4.7,29.1,4456,6280.1,1506.4,0.015,1.51,4
950,Lushan Mt 2,116.005,29.355,1474,17.15333333,4.7,29.1,4456,6280.1,1506.4,0.015,1.51,4
951,Lushan Mt 3,116.005,29.355,1474,17.15333333,4.7,29.1,4456,6280.1,1506.4,0.015,1.51,4
952,Lushan Mt 4,116.005,29.355,1474,17.15333333,4.7,29.1,4456,6280.1,1506.4,0.015,1.51,4
953,Lushan Mt 5,116.005,29.355,1474,17.15333333,4.7,29.1,4456,6280.1,1506.4,0.015,1.51,4
954,Lushan Mt 6,116.005,29.355,1474,17.15333333,4.7,29.1,4456,6280.1,1506.4,0.015,1.51,4
955,Luxun Lake,112.205,30.005,58,16.48416667,4.2,28.1,4222.5,6035.6,1199.03,0.016,1.238,1
956,Maer Lake SC-1,110.185,19.955,90,23.8925,17.5,28.5,6903.6,8728.6,1695.83,0.065,1.334,1
957,Maili 1,122.885,42.875,155,6.861666667,-12.8,23.4,2418.8,3525.8,499.3,0.307,0.606,4
958,Maili 2,122.955,42.605,155,7.486666667,-12.2,23.9,2525.9,3656.5,531.98,0.277,0.639,4
959,Maili 3,122.905,42.555,155,7.244166667,-12.3,23.5,2462.8,3585.5,541.01,0.291,0.654,4
960,Manasi Lake,84.835,45.975,257,6.115,-15.1,23.9,2444.4,3521.6,178.6,0.702,0.216,1
961,Maofeng Mt 1,113.405,23.295,166,21.35916667,13.1,28.1,5983.3,7808.3,1881.29,0.015,1.706,4
962,Maofeng Mt 2,113.465,23.295,451,21.26833333,13.1,28,5950,7775,1891.79,0.015,1.716,4
963,Maohebei,119.175,39.505,50,11.0025,-5,24.7,2985.4,4282.2,626.19,0.255,0.681,4
964,Maolan Mt,108.005,25.215,494,17.37666667,7.9,25.3,4530.9,6355.9,1431.52,0.014,1.586,4
965,Menghai 1,100.675,21.835,560,16.58166667,11.6,20.1,4232.4,6057.4,1597.14,0.143,1.489,4
966,Menghai 2,100.675,21.835,560,16.58166667,11.6,20.1,4232.4,6057.4,1597.14,0.143,1.489,4
967,Menghai 3,100.595,21.675,400,16.86916667,11.7,20.5,4337.5,6162.5,1571.75,0.147,1.45,4
969,Minshan,102.895,35.385,1964,2.095,-10.1,12.5,735.5,1672.7,497.37,0.203,0.733,2
970,Muhuaheke,112.805,40.605,1232,5.0325,-12.6,20.5,1895.3,2945.2,374.06,0.466,0.446,4
971,Namocuo 1,90.875,30.715,4710,-0.906666667,-11.7,8.2,236.9,964.9,437.93,0.285,0.614,1
972,Namocuo 2,90.865,30.685,4718,-0.863333333,-11.6,8.2,237.2,967.1,438.37,0.286,0.613,1
973,Namocuo 3,90.855,30.685,4712,-0.7425,-11.5,8.3,251.8,989.9,436.45,0.326,0.607,1
974,Namocuo 4,90.855,30.685,4710,-0.7425,-11.5,8.3,251.8,989.9,436.45,0.326,0.607,1
975,Nanbanjiang,109.705,19.405,35,23.5325,17.5,27.8,6771.1,8596.1,1823.73,0.085,1.433,4
976,Nandu Mt,120.305,31.575,100,15.49583333,3,27.5,3921.8,5675.8,1118.98,0.017,1.159,4
977,Nangong,115.505,37.805,40,12.80833333,-3.5,26.6,3464.8,4832.7,493.62,0.422,0.504,4
978,Nanhai,113.135,23.335,15,21.74083333,13.4,28.8,6123,7948,1829.92,0.014,1.658,1
979,Nanhuasi,113.585,24.685,62,20.46166667,10.6,28.9,5658.2,7483.2,1661.76,0.014,1.601,4
980,Nanjing 1,117.215,24.915,415,20.08833333,12,27.5,5519.4,7344.4,1677.99,0.015,1.568,4
981,Nanjing 2,117.215,24.915,415,20.08833333,12,27.5,5519.4,7344.4,1677.99,0.015,1.568,4
982,Nanjing a,119.325,32.055,5,14.88416667,2.1,27.2,3764.3,5452.5,1096.18,0.017,1.143,4
983,Nanjing b,119.325,32.055,5,14.88416667,2.1,27.2,3764.3,5452.5,1096.18,0.017,1.143,4
984,Nanjing c,119.325,32.055,5,14.88416667,2.1,27.2,3764.3,5452.5,1096.18,0.017,1.143,4
985,Nanjing d,119.325,32.055,5,14.88416667,2.1,27.2,3764.3,5452.5,1096.18,0.017,1.143,4
986,Nanjing e,119.325,32.055,5,14.88416667,2.1,27.2,3764.3,5452.5,1096.18,0.017,1.143,4
987,Nanjing f,119.325,32.055,5,14.88416667,2.1,27.2,3764.3,5452.5,1096.18,0.017,1.143,4
988,Nanjing g,119.325,32.055,5,14.88416667,2.1,27.2,3764.3,5452.5,1096.18,0.017,1.143,4
989,Nanping 1,118.085,26.705,866,14.985,6,23.8,3658.5,5483.5,1839.83,0.015,1.969,4
990,Nanping 2,118.125,26.725,835,16.52666667,7.2,25.5,4221.5,6046.5,1771.58,0.015,1.831,4
991,Nanping 3,118.075,26.705,786,15.485,6.4,24.4,3841.1,5666.1,1817.93,0.015,1.924,4
992,Nanshan,111.705,40.805,1063,6.385,-11.7,22.2,2190.2,3285.4,375.9,0.486,0.431,4
993,Nanwangzhuang,115.405,38.135,32,12.55,-4,26.4,3410.4,4765,490.4,0.422,0.504,4
994,Napahai 34,99.605,27.805,3260,3.1625,-5.2,10.1,566,1552.1,751.69,0.074,1.08,1
995,Naqu 1,91.545,30.625,4654,0.154166667,-10.9,9.3,369.8,1171.2,469.7,0.265,0.638,4
996,Naqu 2,91.875,31.325,4510,-0.9925,-12.5,9,312.8,1052,457.58,0.275,0.658,4
997,Naqu 3,91.405,31.405,4700,-1.889166667,-13.3,8.1,208.9,890.8,445.3,0.275,0.657,4
998,Naqu 4,92.255,31.615,4580,-1.540833333,-13.1,8.6,261.8,967.6,475.42,0.231,0.707,4
999,Naripingcuo,91.475,31.295,4520,-0.829166667,-12.4,9.2,332.2,1082.1,438.37,0.277,0.621,1
1000,NECT 01,118.475,41.805,932,5.4475,-12.6,20.8,1974.7,3043.5,456.97,0.342,0.568,4
1001,NECT 02,118.485,42.875,1024,4.525833333,-13.3,20.4,1833.6,2859.8,398.38,0.405,0.504,4
1002,NECT 03,119.025,43.645,781,4.606666667,-14.2,21.4,1952.7,2975.9,380.18,0.427,0.481,4
1003,NECT 04,129.775,43.025,136,5.8675,-13,21.8,2070.9,3164.2,555.22,0.175,0.776,4
1004,NECT 05,130.075,42.985,114,5.080833333,-13,20.8,1846.3,2912.2,582.84,0.123,0.837,4
1005,NECT 06,131.145,43.295,289,4.6025,-13,20.6,1744.5,2785.6,568.01,0.135,0.819,4
1006,NECT 07,130.995,43.115,244,5.1375,-12.4,21,1827.1,2890.7,568.96,0.142,0.811,4
1007,NECT 08,129.675,43.385,224,4.645,-15.5,20.9,1915,2964,557.47,0.165,0.793,4
1008,NECT 09,128.645,43.245,601,3.118333333,-16.8,19.7,1655.9,2646.2,635.3,0.054,0.936,4
1009,NECT 10,127.035,43.735,390,3.8325,-18.1,21.5,1938.3,2961.3,709.95,0.031,1.002,4
1010,NECT 11,125.685,43.805,252,5.393333333,-16.1,22.8,2233.1,3298,621.93,0.145,0.828,4
1011,NECT 12,123.505,44.595,146,5.7275,-15.7,23.9,2373.5,3434.2,418.94,0.385,0.525,4
1012,NECT 13,123.265,44.435,150,5.668333333,-15.7,23.8,2353.4,3412.9,419.86,0.383,0.526,4
1013,NECT 14,121.845,43.595,203,6.585,-13.5,24,2437.9,3527.3,368.46,0.468,0.444,4
1014,NECT 15,121.765,44.125,202,6.394166667,-14.1,23.9,2425.8,3508.1,365.25,0.462,0.448,4
1015,NECT 16,120.545,44.385,448,5.43,-14,22.8,2175.3,3221.6,382.19,0.431,0.478,4
1016,NECT 17,120.375,44.215,372,5.810833333,-14.1,23.3,2276.4,3337.1,370.83,0.455,0.456,4
1017,NECT 18,119.385,43.885,601,4.82,-14,21.9,2017.3,3045.4,384.15,0.424,0.484,4
1018,NECT 19,119.125,43.755,729,4.390833333,-14.3,21.3,1917.5,2933.2,384.34,0.417,0.49,4
1019,NECT 20,118.495,43.335,707,5.330833333,-13.1,21.8,2057.2,3105.7,367,0.455,0.454,4
1020,NECT 21,117.765,43.195,889,3.805,-15.3,20.6,1828.1,2834.6,376.77,0.422,0.485,4
1021,NECT 22,117.235,43.225,1259,-0.06,-22.1,18,1323.3,2232.1,400.52,0.334,0.566,4
1022,NECT 23,116.885,43.385,1267,-0.28,-23.6,18.4,1368,2275.8,370.36,0.379,0.521,4
1023,NECT 24,116.675,43.555,1261,-0.0325,-23,18.7,1404.2,2314,350.54,0.411,0.489,4
1024,NECT 25,116.635,43.695,1211,0.411666667,-22.4,19.2,1478.3,2398.1,337.67,0.435,0.466,4
1025,NECT 26,116.315,43.915,1199,0.855,-20.7,19.4,1503.5,2423,316.03,0.469,0.432,4
1026,NECT 27,115.325,43.895,1196,1.251666667,-20.6,20.2,1616.2,2549,263.23,0.555,0.349,4
1027,NECT 28,114.615,43.935,1123,1.543333333,-21.3,21,1741.5,2687.5,227.09,0.613,0.293,4
1028,NECT 29,113.835,43.835,1166,2.279166667,-19.5,21.3,1792.4,2750.4,201.41,0.654,0.254,4
1029,NECT 30,113.355,43.805,1017,3.575833333,-18,22.5,2014.3,3008.7,175.71,0.697,0.213,4
1030,NECT 31,112.585,43.725,974,4.006666667,-17.8,23.1,2114.9,3123.3,155.12,0.728,0.184,4
1031,NECT 32,112.165,43.635,999,3.965,-18,23.1,2105.8,3110.7,151.04,0.734,0.179,4
1032,NECT 33,111.915,43.665,1005,4.105,-18,23.4,2137.4,3144.8,145.05,0.743,0.171,4
1033,NECT 34,113.835,43.835,1166,2.279166667,-19.5,21.3,1792.4,2750.4,201.41,0.654,0.254,4
1034,Niangziguan,113.835,37.965,500,11.83,-3.1,24.9,3115.1,4466,497.19,0.397,0.526,4
1035,Nianqing 1,91.405,30.545,4440,0.63,-10.4,9.7,425.5,1257.3,461.22,0.29,0.613,2
1036,Nianqing 2,91.125,30.565,4443,0.585833333,-10.6,9.7,427.8,1258.6,446.21,0.344,0.591,2
1037,Nianqing 3,91.115,30.595,4463,-2.3825,-12.9,6.4,70,682.2,475.53,0.237,0.709,2
1038,Nianqing 4,91.115,30.615,4625,-4.900833333,-15,3.6,0,296.2,511.58,0.11,0.852,2
1039,Nianqing 5,91.115,30.625,4870,-3.01,-13.5,5.8,25.1,581.8,482.51,0.212,0.739,2
1040,Nianqing 6,91.095,30.675,5000,-3.619166667,-14.1,5.2,1.1,492.5,487.65,0.189,0.767,2
1041,Nianqing 7,91.105,30.685,5152,-2.761666667,-13.4,6.2,49.3,634.2,475.78,0.227,0.721,2
1043,Ningbo 1,122.345,29.925,20,16.68,6.4,27.2,4281.5,6106.5,1301.09,0.016,1.305,4
1044,Ningbo 2,121.255,29.675,50,16.305,4.6,28.1,4147.9,5970.2,1486.29,0.016,1.522,4
1045,Ningbo 3,121.255,29.675,100,16.305,4.6,28.1,4147.9,5970.2,1486.29,0.016,1.522,4
1046,Ningbo 4,121.335,29.675,50,16.43833333,4.8,28.2,4194.8,6018.9,1482.66,0.016,1.515,4
1047,North-BE1,111.435,37.885,1980,2.280833333,-12.7,15.6,1103.4,2054.8,593.21,0.163,0.805,4
1048,North-BE2,117.475,40.585,1660,1.6725,-15.3,15.7,1134,2074.2,689.51,0.081,0.969,4
1049,North-BE3,117.225,42.445,1465,-0.805833333,-21.8,16.4,1106.8,1981.4,463.97,0.269,0.672,4
1050,North-BH01,117.485,40.555,1660,4.079166667,-13.3,18.4,1605.3,2635,660.57,0.14,0.86,4
1051,North-BH02,117.495,40.545,1550,5.783333333,-12,20.3,1967.7,3058.5,645.47,0.178,0.799,4
1052,North-BH03,113.715,36.145,743,9.591666667,-4.9,22.1,2518.6,3784,581.17,0.289,0.663,4
1053,North-BH04,114.185,37.325,472,10.71416667,-5,24,2882.9,4180.3,532.39,0.338,0.584,4
1054,North-BH05,119.295,40.515,1320,8.0025,-9.4,22.7,2419.9,3586.8,614.96,0.24,0.721,4
1055,North-BH06,119.295,40.515,1220,8.0025,-9.4,22.7,2419.9,3586.8,614.96,0.24,0.721,4
1056,North-BH07,119.295,40.515,1120,8.0025,-9.4,22.7,2419.9,3586.8,614.96,0.24,0.721,4
1057,North-BH08,119.285,40.515,1020,7.699166667,-9.7,22.4,2349.6,3506.1,619.81,0.231,0.733,4
1058,North-BH09,119.295,40.515,920,8.0025,-9.4,22.7,2419.9,3586.8,614.96,0.24,0.721,4
1059,North-BH10,119.415,40.135,545,4.1375,-11.1,17.5,1459.8,2482.3,731.51,0.085,0.97,4
1060,North-BH11,119.295,40.515,885,8.0025,-9.4,22.7,2419.9,3586.8,614.96,0.24,0.721,4
1061,North-BH12,113.705,36.145,885,9.599166667,-4.9,22.1,2520.3,3786.2,579.96,0.291,0.661,4
1062,North-CA1,114.135,37.835,680,10.60416667,-4.4,23.6,2809.5,4108,532.8,0.338,0.584,4
1063,North-CA2,113.715,36.145,885,9.591666667,-4.9,22.1,2518.6,3784,581.17,0.289,0.663,4
1064,North-CA3,113.715,36.145,887,9.591666667,-4.9,22.1,2518.6,3784,581.17,0.289,0.663,4
1065,North-DA1,100.665,38.705,1699,6.465833333,-9.3,19.9,1942.4,3059.5,192.77,0.692,0.223,4
1066,North-DA2,100.665,38.705,1699,6.465833333,-9.3,19.9,1942.4,3059.5,192.77,0.692,0.223,4
1067,North-DA3,100.665,38.705,1699,6.465833333,-9.3,19.9,1942.4,3059.5,192.77,0.692,0.223,4
1068,North-DA4,100.385,38.725,1752,6.3025,-9.4,19.8,1907.5,3022,187.72,0.696,0.218,4
1069,North-DA5,100.385,38.725,1752,6.3025,-9.4,19.8,1907.5,3022,187.72,0.696,0.218,4
1070,North-DA6,100.385,38.725,1752,6.3025,-9.4,19.8,1907.5,3022,187.72,0.696,0.218,4
1071,North-DB1,99.005,36.835,3126,1.703333333,-11.9,13.7,868.5,1779.8,252.38,0.522,0.369,4
1072,North-DB2,99.005,36.835,3126,1.703333333,-11.9,13.7,868.5,1779.8,252.38,0.522,0.369,4
1073,North-DB3,99.005,36.835,3126,1.703333333,-11.9,13.7,868.5,1779.8,252.38,0.522,0.369,4
1074,North-DB4,98.305,37.315,3437,-0.395,-13.7,11.5,540,1335.9,271.3,0.47,0.416,4
1075,North-DB5,98.305,37.315,3437,-0.395,-13.7,11.5,540,1335.9,271.3,0.47,0.416,4
1076,North-DB6,98.305,37.315,3437,-0.395,-13.7,11.5,540,1335.9,271.3,0.47,0.416,4
1077,North-DC1,98.415,36.965,3016,2.671666667,-10.8,14.7,1020.7,1974.4,221.55,0.59,0.307,4
1078,North-DC2,98.415,36.965,3016,2.671666667,-10.8,14.7,1020.7,1974.4,221.55,0.59,0.307,4
1079,North-DC3,98.415,36.965,3016,2.671666667,-10.8,14.7,1020.7,1974.4,221.55,0.59,0.307,4
1080,North-DC4,105.655,38.925,1505,7.9,-8.5,22.9,2348.6,3506.7,181.26,0.73,0.192,4
1081,North-DC5,106.955,39.355,1270,8.209166667,-9.1,23.6,2493.3,3657.2,176.76,0.737,0.185,4
1082,North-DD1,95.515,36.635,3225,5.670833333,-9.2,18.6,1692.8,2785.9,55.82,0.856,0.062,4
1083,North-DD2,95.515,36.635,3225,5.670833333,-9.2,18.6,1692.8,2785.9,55.82,0.856,0.062,4
1084,North-DD3,98.755,36.615,3585,-0.228333333,-13.1,11.4,538.6,1338.2,287.81,0.439,0.446,4
1085,North-DD4,98.755,36.615,3585,-0.228333333,-13.1,11.4,538.6,1338.2,287.81,0.439,0.446,4
1086,North-DD5,98.755,36.615,3585,-0.228333333,-13.1,11.4,538.6,1338.2,287.81,0.439,0.446,4
1087,North-DF1,95.035,36.365,2811,5.034166667,-9.2,17.6,1521.8,2586.1,58.23,0.849,0.066,4
1088,North-DF2,95.035,36.365,2811,5.034166667,-9.2,17.6,1521.8,2586.1,58.23,0.849,0.066,4
1089,North-DF3,95.035,36.365,2811,5.034166667,-9.2,17.6,1521.8,2586.1,58.23,0.849,0.066,4
1090,North-DG1,97.785,36.025,3023,3.539166667,-9.6,15.2,1122.5,2121.6,193.49,0.628,0.269,4
1091,North-DG2,97.785,36.025,3023,3.539166667,-9.6,15.2,1122.5,2121.6,193.49,0.628,0.269,4
1092,North-DG3,97.785,36.025,3023,3.539166667,-9.6,15.2,1122.5,2121.6,193.49,0.628,0.269,4
1093,North-DG4,105.655,38.955,1490,8.036666667,-8.4,23,2385.9,3548.5,177.05,0.736,0.187,4
1094,North-DG5,105.665,39.185,1310,8.7525,-8.4,24.2,2601.8,3785.2,151.53,0.768,0.156,4
1095,North-DG6,105.855,39.355,1260,8.783333333,-8.7,24.5,2640.5,3821.8,144.31,0.777,0.148,4
1096,North-DH1,97.985,36.025,3145,2.671666667,-10.2,14.2,956.7,1907.8,211.77,0.594,0.301,4
1097,North-DH2,97.985,36.025,3145,2.671666667,-10.2,14.2,956.7,1907.8,211.77,0.594,0.301,4
1098,North-DH3,97.985,36.025,3145,2.671666667,-10.2,14.2,956.7,1907.8,211.77,0.594,0.301,4
1099,North-DJ1,106.845,39.235,1690,8.654166667,-8.7,24,2583.1,3765.8,170.51,0.746,0.177,4
1100,North-DJ2,107.105,39.365,1440,7.126666667,-10.1,22.5,2254.1,3378.5,198.75,0.706,0.215,4
1101,North-DJ3,105.685,38.475,1390,8.135,-8.2,22.8,2376.3,3551.3,182.2,0.729,0.193,4
1102,North-DJ4,105.635,38.625,1400,8.33,-8,23.1,2430.4,3609.8,177.93,0.735,0.187,4
1103,North-DJ5,105.955,38.375,1200,8.716666667,-7.6,23.1,2484.9,3687.4,179.99,0.734,0.189,4
1104,North-DK1,106.765,39.465,1130,8.86,-8.6,24.4,2650.6,3835.9,157.67,0.762,0.162,4
1105,North-DK2,106.785,39.435,1180,8.8475,-8.6,24.3,2644.3,3829.8,159.42,0.76,0.164,4
1106,North-DK3,106.835,39.425,1200,8.679166667,-8.7,24.1,2604.9,3784.5,163.69,0.755,0.169,4
1107,North-EL1,107.525,37.655,1175,8.423333333,-7.8,22.6,2376.9,3574,305.81,0.579,0.34,4
1108,North-EL2,107.525,37.655,1170,8.423333333,-7.8,22.6,2376.9,3574,305.81,0.579,0.34,4
1109,North-F1,114.735,39.055,360,10.27416667,-6,24.2,2853.5,4114.7,522.14,0.35,0.571,4
1110,North-HA1,106.955,39.355,1270,8.209166667,-9.1,23.6,2493.3,3657.2,176.76,0.737,0.185,4
1111,North-HA2,107.185,39.225,1330,7.731666667,-9.7,23.1,2390.2,3537.6,197.18,0.711,0.21,4
